,text,label
6532,"Buckle up velvet Blue ....I'll call it love my new swimsuit jyorkthelabel @ Los Angeles,…
",14
6533,"Shoutout to the chill cop who took this pic for us @ University of New Hampshire
",16
6535,"Happy Birthday to the kid that changed my life. 16 and your future is so bright...love you! …
",18
6536,"A good #haircut always makes me feel a couple of pounds lighter . #livefreeordie #manchesternh…
",16
6539,"Any one who knows me knows this shirt is percent accurate! Added #NOFILTER to my…
",19
6540,"# #jusbeind @ Syracuse, New York
",19
6542,"GOOD MORNING LADIES I JUST WANNA LET YOU ALL KNOW THAT YOUR BEAUTIFUL!!! #whereweat…
",4
6547,"Looking forward to this family day #YoungMom #ChristianMom #YoungWife #FitMom #NaturalHair…
",17
6553,"@user @user sounds like we have a hater
",4
6555,"Smiling is contagious .... Make sure you smile today! @ Sherman Oaks, California
",19
6560,"Family picnic #itseightydegrees @ North Shore Park
",12
6561,"Close ur eyes... imagine the cutest fam... open ur eyes ily d fam @user
",4
6566,"Make a wish #nyc #fountains #coins @ Conservatory Garden
",13
6568,"Family is everything!! I love you all @ Sunrise, Florida
",8
6572,"10.19.17I’m just impressed that Lil baby Laundon could hold my big butt @ Indiana State…
",14
6573,"Little preview of tomorrow's practice! Don't worry, we won't be flowing this fast. Let's get…
",0
6575,"FAMILY is so important! And when you have a family like mine, even picture taking becomes an…
",6
6576,"I am loving these new sunglasses. They suit me #newsunnies #betseyjohnson #rawr @ Lakeland,…
",16
6579,"24. It was officially treat yourself day yesterday. : goddamngabi #spa #treatyoself @ SoJo…
",1
6580,"A girl can dream any she @ Lake Of Ozarks Osage Beach Mo
",0
6582,"life is better at the lake @ Lake Huron
",14
6583,"️ Life is good ! Our broccoli is showing up, also collards, cauliflower, Brussels sprouts, green…
",12
6584,"#stopsoldiersuicide charity event #intrepidmuseum @ Intrepid Sea, Air &amp; Space Museum
",11
6586,"happy bday sister love u so much @ Disneyland/California Adventure
",13
6590,"Caturday season ended on the best possible note with my best friends @ Lexington, Kentucky
",14
6594,"#Repost great shot by _empressive・・・Mint Julep Espresso #espressococktail. I just upgraded…
",1
6595,"She's my champion #SpartanInvite2016 @ North High Pool
",8
6597,"We tried... @ United States
",11
6602,"Adventuring @ Lower Antelope Canyon
",13
6603,"@user thank you
",17
6607,"Probably the only anf manager to wear Jordan's to work lol @ Roosevelt…
",10
6608,"Pulled up to my brother @user Bday event! @ Bar Louie
",19
6610,"I got good genes for Christmas @ Lodi, California
",5
6613,"Happy Christmas to us ! #hiddenspringsaleworks #craftbeer…
",5
6614,"@user HI there. When are you coming back to Kansas City .
",17
6615,"I loooove making new friends justice_cailey @ Gulf Shores, Alabama
",8
6616,"I'm going to keep him happy @ Gladys Knight's Signature Chicken &amp; Waffles
",17
6620,"#easymoney Nice and slow for ya this ankle ain't holding me back no more B, 505lbs I'm still…
",16
6621,"In Ybor tonight! @ Ybor City Historic District
",8
6628,"ur fav girls with black hair @ Marriott Hotel
",16
6629,"#peas !!!!! Hoop house is looking yummy @user @user @user @user
",17
6632,"Merry Christmas from the Smith's to you and yours #christmas2016 @user
",5
6634,"So happy and #grateful to be in #LA right now!! Thank you to my bestie #sunshine #runyoncanyon…
",17
6637,"Who's that boss lady on the @user shop blog this week??? We support Revive through…
",4
6647,"I lost it. ##One show left , tomorrow Colorado Springs : @user @ BackSpace Denver
",1
6653,"We've got the dunes and don'ts of friendship down @ White Sands…
",14
6654,"Happy kids, great weekend, happy Mama @ Milford, Connecticut
",4
6655,"Tonight get that last minute holiday shopping in at the 3rd Street promenade and then treat…
",5
6656,"Summer '16 @ Inner Harbor Waterfront, Baltimore Maryland
",16
6658,"Obsessed with flannels of you couldn't tell @ North Olmsted, Ohio
",13
6659,"Amen #patriotspoint #ussyorktown #fall #yeahimthatmom #thisboyslife #familytime #fallbreak2016…
",18
6663,"I was actually cast in Stranger Things @ Southwestern College Library
",13
6664,"It's officially Christmas Season @ Laguna Beach, California
",5
6665,"Time to start checking in (@ Peter Blum Family YMCA in Boca Raton, FL)
",4
6670,"When the heart is happy &amp; the soul is full. @user @ Malibu Beach
",6
6671,"Were not looking the right way but thats my shordy @ A Touch of Class by Candlelight
",8
6672,"New studio setup is looking pretty sweet (@ Splice HQ 2.0 in New York, NY)
",16
6675,"Busy saturday w/ our ambassador in NYC nyclavish #CRHnyc ___#ContestaRockHair #NYC…
",13
6677,"MaroSquad #SEMA #SEMAIgnited #SEMA2017 #America #Merica #AmericanMuscle #MuscleCar #Chevy # …
",11
6679,"#isvera party tonight bootsybellowsaspen let's get #xgames2017 going! #savage #isvera #bootsy…
",8
6680,"#relaxing everyone got some #sun today! ️ @ Montgomery, Illinois
",12
6681,"The only way we're gonna make it through this. #proudtobeanamerican #letsbefriends @ New York,…
",11
6682,"now with @user family @ New York, New York
",13
6684,"Yea it has a nice little rumble to it. @ Tri City Motor Speedway
",17
6686,"Beautiful Day!! @user #ItsNew #HYDEwithus #HYDEMidtown @ Hyde Midtown
",16
6687,"Chilly overcast Sunday walks in the crisp fall air : paulinemorrissey @ Dominique Bistro
",1
6689,"favorite @user @ Hersheypark Stadium
",14
6691,"Taking a little break, making good time though, we should be in Shreveport in a few hours @user
",16
6694,"Another sunny day ️ in #Toronto #FamilyTime #Canada @ Nathan Phillips Square
",12
6701,"#IVoted (@ Cranberry Township Municipal Center - @user in Cranberry Township, PA)
",11
6702,"The true faces of BSCTV shredder16 @ Buffalo State
",6
6703,"Truth @ University of Denver
",19
6704,"I really enjoyed the ""sweeping"" views of #Denver today #denverartmuseum #art #architecture…
",13
6705,"Fourth begins ! @ Monarch Lakes, Miramar, Florida
",11
6710,"We gonna get married I love you Laura Ann! : @user @user
",1
6711,"ONE. MORE. MONTH. Till the best day of the year and I'm back with my bestie pals p.s.…
",14
6713,"Tav’s working in her cubicle @user #gocoo…
",17
6716,"It’s the happiest season of the year #santaclausiscomintotown…
",5
6717,"The only time I'll cheer for the Captains #withmyfavorite so proud…
",14
6719,"Surprised Joel with a visit to Phipps @ Phipps Conservatory and Botanical Gardens
",5
6720,"Because I never wear dresses @ Northwest Vista College
",14
6721,"#TBT Take us back to Rum and Music 2017!!! Vibes was on from start to finish!!!! Big up To Our…
",19
6723,"bc she got a new outfit @ Verrado
",13
6731,"create light even in the darkest of times @user @ Los Angeles, California
",13
6733,"Day 1 #101smiles thx @user to start this again #hanging in #miamibeach while is…
",8
6739,"That was a good eight hours of my time spent. #jigsaw #puzzles #broadway #themusicals @ La…
",10
6740,"Disney Diaries - Ducks everywhere (and I don't mean Donald and Daisy ). Karma loved it! She saw…
",0
6743,"Good morning ️ @ Newark, New Jersey
",12
6744,"lita 1/3just being a lil festive today @ Revelator Coffee
",17
6746,"Look Nia!!! @ New York, New York
",10
6750,"I'm proud of this picture of my parents. @ Orange Beach Gulf…
",17
6752,"This skirt is AHmazing!!!! Such a cute flare. Perfect for twirling!!! Be so cute in this skirt with…
",4
6758,"I him so much @ Old Orchard Beach, Maine
",14
6767,"(at @user in Miami, FL)
",16
6768,"#texaschristmas #tistheseason @ Dallas, Texas
",5
6769,"So blessed and thankful to be able to have these opportunities …
",19
6772,"#myview #helloflorida #homewardbound @ Florida State Line, Finally!
",14
6773,"best friends til the end. three months down, forever to go. #December #love #boyfriend…
",8
6775,"@user mine is November 14 I'll be in a plane for the very first time
",10
6776,"Where miracles happen #Disney #florida #usa #goodtimes…
",13
6778,"guess what this is y'all @ Mississippi/Alabama State Line
",10
6783,"Eclispse party with mom in #inwood park, #newyork @user @ Inwood Hill Park
",1
6784,"Had to get a #ChristmasTree pic Meant to switch outfits 2 other times but I was comfy in this…
",5
6785,"Visiting President Francis Underwood @ The White House
",11
6787,"My best half steventross and I -------------------------------------------- #LoveWins…
",16
6788,"True Story @ Wake Forest Baptist Health
",19
6790,"Oyster happy hour with Michelle &amp; Allison. (@ Chuck &amp; Blade in New York, NY)
",17
6793,"The Warehouse Bar &amp; Pizzeria is open daily at 11am...Come in and check us out!!.. @user
",1
6794,"Headed to the Christmas Eve Santa Run!! #twinswhorunMOVA @ Lee's Summit, Missouri
",5
6796,"Happy Birthday America Swimming and Spending time with family...…
",11
6799,"@user @ B2 Studio Boutique
",18
6800,"Fueling up before school clothes shopping. Yum! #slowdownsummer #littlemanloveofmylife @ Noble…
",14
6801,"Dunes have not disappointed Making memories!!! .....#motivation #inspiration #momlife…
",18
6804,"Feeding time #coy #turtle #waterislife @ Garfield Park Conservatory
",17
6806,"Missin' my pals @ The Timbers Bowling Lanes
",18
6808,"Ooohhh agreed the combo is fab! We likey this new IG polly thingy! #happyfridaydance time!…
",19
6812,"Happy Birthday to me @ Tilly's
",16
6818,"Stan Smith twinning with my bff vdinglas. : vdinglas #bestfriends #adidas #stansmith @ Downtown…
",6
6825,"I recently learned the art of being extra. Not even gonna deny it, it feels fantastic. @user
",10
6828,"When it’s nice enough outside to wear a t-shirt in December @ City of El Dorado
",5
6829,"2017, you sure were good to us! Excited for a new year and new…
",13
6835,"Saturday got me like... ""Everybody wants loyalty, consistency and somebody who won’t quit. But…
",13
6836,"Steak done right ...yup the #grillmaster strikes again and even grilled our potatoes &amp; carrots! …
",8
6839,"Miss you and love you to bits, kuya and Ana! #Summer2015…
",8
6845,"• dragon breath • #dragon #dragonbreath #nitro #artist #music #LA #koreatown #fun #happiness…
",4
6846,"Silly bouncers fakes are for kids #goodbyeKeila #goodbyeSpanishTiffany @ Basement Miami
",0
6848,"Wanna advertise or sponsor Brunch Blunt Season 3??DM me, @user or @user for…
",4
6850,"Face Fear with Faith Thank you @user for an excellent weekend! @user @ Afro Punk…
",6
6851,"The food was good and the company was great!Thanks colleenkubiakphoto for the great photos @user
",17
6855,"Excellence no matter hue. #TheBarberStar #BLACKEXCELLENCE @user @ The Musa Lair…
",1
6856,"forever his #1 fan @ DMACC
",14
6859,"The food grader and sizer takes approximately 450 a minute to weigh and grade each piece of…
",1
6863,"My definition of heaven. Pelican Hill #orangecounty #pelicanhill #labordayweekend #socalliving…
",14
6866,"These ladies make me the happiest @ Alive After Five
",18
6868,"hello it's delicious season already? ok @ Berkeley Bowl West
",17
6870,"Disney @ Disney's Hollywood Studios
",11
6871,"you're (officially) stuck w/ the fam congrats lova @ Kappa Delta…
",8
6874,"Cheers to only taking one clear picture this weekend @ Harrisonburg, Virginia
",19
6875,"#FTKCALI #FuckOfficer (made by @ xxquaymix with @user ♬ Word on What (Ft. Klvntana)…
",19
6878,"It's my right to be hellish so LAY OFF MAH DOGHNUTS BIIISH. #voodoodoughnuts #oregon #fatkid…
",10
6882,"#tbt on a tuesday...just cause @user @ Ricoh Coliseum
",16
6883,"Honey mood tiller vibes @ Elizabethtown, Kentucky
",8
6884,"Happy National Seashell Day!! My hoard from yesterday #nationalseashellday #nationalshellday…
",10
6885,"This is a story about a girl named Lucky @ Wren Building
",13
6886,"#yosemitenationalpark @ Yosemite National Park
",1
6887,"Here to save your life @ Lakevile Minnesota
",4
6888,"Happy 4th of July! Harper Rae is four months old today!*…
",11
6890,"All the holiday VIBES we are open on sundays all through December come in to shop our showroom…
",13
6894,"leftovers &amp; a quick edit :-) happy christmas!! @ The Beaches
",5
6895,": me @ Dillard University
",6
6896,"#GodFirst #GoodMorningWorld #TrustGod So many people today run…
",13
6899,"credit: @user @ Van Nuys, California
",6
6906,"Aunt Ginger and Bj @ Jakin, Georgia
",18
6908,"Follow your guts,,,I mean your dogs guts, lol @ Handyandy2yourescue
",4
6910,"Until next time UK ( which will probably be really soon bc you…
",14
6912,"@ Los Angeles, California
",8
6914,"Est. 1776 @ Light Up Liberty
",11
6915,"Looking for in the everyday— @ Financial District, Manhattan
",13
6917,"Can't wait to have one of my own again. I love this big guy @ Killeen, Texas
",17
6922,"Added my fav new charms @ Grandpa's!
",18
6923,"Sisters! #GumWall How cute are they?!? @ Pike Place Market
",8
6925,"Great way to start off #OscarSunday! #positivevibes #staymoticated #strong #socal #Landtribe…
",14
6927,"My vacation is lit #transformers #bumblebee #universalstudios @user
",19
6928,"Deeez vibezzz in here be on !! #TeamAgnezMo #TeamLuBrown #LuBrownChoreo #IteAlmostTime…
",19
6930,"Take a look inside the Pinewood Estate Holiday Tour at @user with us! Link in bio.…
",5
6932,"I can't get over these Gulf sunsets. This was an HDR I did with my #A7rii.#VisitMSCoast…
",14
6934,"Sun's out, rum's out ️ @ BBDO Atlanta
",12
6936,"ending Thanksgiving with my lil man #homesweethome @ Stuttgart, Arkansas
",8
6937,"cannabisprime420 Shout out!! Thanks for the likes. . #bettertogether #nshup906 @ Michigan
",17
6939,"Happy late birthday @ Ordway Center for the Performing Arts
",4
6942,"Times Circle @ Times Square, New York City
",11
6944,"Daily Inspiration! #dailyquotes #inspirationalquotes #goodnight #nights @ New York, New York
",18
6946,"️ @ Brookfield Place New York
",12
6947,"I like FREE Dodger sunglasses @ Dodger Stadium
",16
6948,"She's one of the best mirandavalenti @ Ringing Rocks Family Campground
",1
6950,"Kitchen duty @ Everett, Washington
",4
6951,"Sages and Spartans can be friends with Rockets... right? @ Unity…
",4
6952,"I feel the black coñor every dayy
",19
6956,"#nocaptionneeded Your body is your temple. Respect. #raw #plantbased #gogreen #vegan…
",13
6957,"Me at night @ Sitting Here Thinking
",19
6959,"I raced a local Olympic triathlon for my training today what did y'all do? @ Clermont Lake…
",10
6963,"️TRAP YOGA TUESDAY’S ️ Presented by Dub Academy Instructor: @user DJ: @user
",12
6966,"Last night, dreams came true. Meeting @user was more than amazing. He kept…
",13
6967,"#TBT By far the best concert I've ever been to!! N*SYNC @ Beach at…
",0
6969,"graydonE w those oysters (p.s. happy bday graydon) @ Chop House Ann…
",16
6972,"When @user sends you swag for no reason #MonsterArmy…
",16
6973,"A beautiful day to knock doors in #CambMA ️ @ Cambridge, Massachusetts
",12
6979,"Photography Skills On Fleek | @user @ Bluefield College
",1
6980,"️ @ Westhampton Beach, New York
",12
6982,"New headshot #TVnews @ Dothan, Alabama
",1
6983,"I love Coffee, I love this guy, and it's our seven months. @user
",0
6984,"Only those who risk going too far can possibly know how far they can go. :…
",1
6985,"Mountain Berry Bowls @ Whitefish, Montana
",18
6986,"Today, I bless my junk. Wowza what? I've had a busy week at Healing With Spirit as the…
",0
6988,"Hope everyone has a wonderful and safe Independence Day! Here's where y'all can find me…
",11
6991,"Wishing I was taking pictures of the falls rather than doing homework @ Niagara Falls, Ontario,…
",1
6998,"And the beat goes on.......India bound #travel #adventure #wanderlust #mom #spiritualawakening…
",8
6999,"To all our friends in MA (and other #SuperTuesday states)...VOTE!!#ruckthevote #vote #usa …
",11
7002,"Insanity of Obedience 6 week small group curriculum study in Texas. We love you &amp; appreciate…
",8
7004,"Let's get fired up and ready to go! #election2016 #hillaryclinton #govote #lovetrumpshate @user
",11
7006,"The new mayor of Cleveland! : @user @ Cleveland, Ohio
",6
7007,"One. year. ago. At this exact time 7:40pm we took this photo with taylorswift where my dream…
",18
7008,"The #cool #kids could not be in the #picture...so, they took the #pictures …
",1
7009,"I gotta hot bae @ Hollywood, Forida
",10
7015,"Finally!!! #innout #doubledouble #lasvegas #Murrica @ In-N-Out…
",11
7016,"12.12.16 Monday slay Product Deets: Foundation milanicosmetics Conceal &amp; Perfect Foundation…
",0
7017,"Another thin blue line. Keep them coming FAMILY!!! .Experience Prison Break Tattoos today.…
",4
7018,"Didn’t know anything colder existed, but a glass (or 5) of bubbly rosé can warm anything up @user
",4
7019,"So artsy our first Christmas in our new home #bokeh #christmastree @ Lake Magdalene, Florida
",5
7020,"Cropped shot from my latest #diningroom #installation the two-toned #navy #blue #walls…
",13
7022,"#throwbackthursday #sanfrancisco #california #2016FourthOfJuly @ Treasure Island, San Francisco
",11
7023,"Love these ladies. Communications Committee 4 Life. #cxc4ever #smpsny #TME17 #marketing…
",18
7025,"Glad you could join us @user edley. : @user @ Newport Folk Festival
",6
7029,"My kinda place! Swipe to see the cutie pie I got to have lunch with today at @user
",1
7031,"See you soon Orlando! Thanks for the magic at #ALAac16 and beyond (@ Aeropuerto Internacional de Orlando - @user
",8
7034,"#WillieForPresident #mikeisinaustin #streetart @ Austin, Texas
",11
7035,"Headed home tomorrow...our youngest is waiting patiently...we'll sort of @ Deer Valley, Utah
",4
7037,"Adorn her neck with a touch of bling .....#birminghamjewelry #birminghamjewelers…
",13
7040,"Golfing this morning w/ birthdaybrez shannon3names and more. cred to birthdaybrez #hotashell…
",1
7042,"Got my senior pics done @ The Chase Park Plaza
",4
7044,"S/O to my lil sis @user .... Keep Grinding!!! Love You @user
",8
7047,"back to my roots, skating on south green : the beautiful @user @ South Green
",1
7056,"Today's inspirational quote of the day @ The Church of Christian Compassion
",17
7057,"Had to make a quick stop for some deliciousness #Sunday #foreverfrozen #Yogurt #Froyo @user
",17
7060,"with suzannespiegoski at #nyfw @ New York, New York
",13
7063,"Morning walk! #seemonterey #monterey #california #calilife #roadtrippin #california_igers…
",0
7066,"#LateGram @ Bishop Arts District
",5
7069,"@ Old Dominion University
",1
7070,"Lake days are great days ️ @ Medina Lake
",12
7071,"National Capitol White House Florida @ The White House
",5
7074,"Pruny toes and fingers club #henryinmontana @ Norris Hot Springs
",4
7078,"Me and my buddy @user are playing @user tonight at 5pm. Come on happy hour. :…
",6
7079,"in the middle of the night, in my dreams you should see the things we do @ Brooklyn Bridge
",13
7080,"Time for spaghetti and chicken with a side of meatballs (@ Mamma Z's in Springdale, AR)
",10
7083,"Yesterday was a fantastic day in Prospect Park. If you missed us, here's the view. by…
",6
7084,"Momma please don't judge me. Cause I'm a criminal! #Stealing #tydollasign ( : rafael.psouza) @user
",6
7085,"California sunsets are just too ragin @ Orange, California
",0
7086,"""@lonthacon: keep grinding boa yo life can change in one year and even when it's dark out the sun is shining somewhere.""
",19
7088,"The best date @ The Ritz-Carlton Chicago
",8
7090,"View from our new pool! Loving the ocean! Can't complain #Miami…
",4
7091,"Skin Is In Today I Taught My 1st One on One Makeup Class with @user She just…
",13
7092,"Thank you mom and dad for our awesome espresso machine!!! @ United Training Center
",18
7093,"Ya Ya Favorite Thing To Do “Christmas Shop” @ Acadiana Mall
",5
7094,"Christmas Card Preview Part 2: Williams Edition. @ Kure Beach, North Carolina
",5
7095,"Sunrise | ️#longbeach #earlymorning #sunrise #beauty #lbc #california #palmtrees #moon #luna…
",12
7096,"That bright light you need to capture... || Model: @user
",6
7097,"chilled with some birds @ Sanibel Island, Fl
",6
7103,"Out here with #girltrek and #blackgirlsrock in Harlem, NYC. @user bet @ Central Park…
",14
7104,"Happy Holidays from my fav elf, no. 1 on the naughty list, and I @user
",5
7106,"ready for ya Bruce
",14
7107,"Our time together is the greatest gift :) See you soon Mother •••#mothersday #mom…
",14
7110,"Date night with my girl (at @user in Austin, TX w/ @user
",4
7111,"We did not plaid this I swear. brittbrudzinski #sanfran #girlstrip #plaid #plaidshirt @ San…
",16
7116,"Love this dimensional color from today @ Salon 538
",18
7118,"Madison VS Washington &amp; Lee Football. It’s homecoming for Madison and a Out. (@ James Madison High School)
",11
7120,"boats and hearts @ 12 Mile Bay, Georgian Bay
",14
7122,"***Insert Inspirational Quote About 2018 Here*** : @user @ Bronson Canyon
",1
7125,"Can't wait for my trip to Europe! @ LBJ Presidential Library &amp; Museum
",10
7126,"Date night with the hubby and this is the best I can do to get a photo of us together he never…
",0
7127,"I spy owls? Do you? Design &amp; Produced By | JOWY ProductionsLighting | @user Fabric…
",18
7129,"Haven't left the house except to go to the gym. Break has been exciting to say the least
",16
7130,"happy christmas eve @ Bainbridge, Georgia
",5
7131,"#lupusawareness #lupuswarrior #notallillnessesarevisible #findacure #braveface #spoonie @ Swain…
",18
7132,"That funny ass moment when @user says... ""why you got so many TEETH"" lmfao... she then…
",10
7133,"Such a #GORGEOUS day!Happy #IndependenceDay #Weekend, Err'body! ..#Florida…
",11
7135,"It's the simple things in life, like when &amp; where ️ @ Pine Lake…
",12
7136,"Wriggley Field Home of the Chicago Cubs !! #chicago #cubs #wrigglyfield #illinois #2017 …
",11
7139,"Short legs. Big buns. No friends. Being twins. @ Delta Terminal -…
",17
7140,"Looking at Monday like...johnny_trout : @user #chronologyclothing…
",1
7143,"Christmas in 30A. : @user Film processing by @user Wreath by…
",6
7144,"Brody #blessingyourfeed @ Beacon Paws
",14
7146,"I should let Bailey choose our morning route more often.…
",12
7147,"Happy Founder's Day with my sisters @ The Arboretum at Penn State
",18
7148,"No need for fireworks tonight! Independence Day Eve spent at Cave Run does not disappoint @user
",11
7153,"It's always good time with @user and I and there is always good pictures I love you…
",8
7155,"FAT JOE and KRS ONE bombing! Only at VIBES 305 BASELDec 8 - 8pmMartha Cooper…
",16
7160,"Don't post a pick in Snap Chat saying ""best friend goals"" when right you know that's MY best friend because you don't have one
",17
7162,"@user came with me for the first time she said she's wants…
",17
7163,"Our SAGE bracelet is 50% off this week. Don't miss out on this incredible. Links to buy in…
",13
7167,"#makeamericagreatagain Uncle Sam @ U.S. Cellular Center
",11
7168,"You're all i could ask for #girlfriendday @ Chattanooga Riverfront
",18
7169,"Marriage is a beautiful thing. @ Bakersfield, California
",10
7171,"there's SNOW better feeling than being done with finals!!! happy winter break @ Alpha Xi…
",14
7176,"Today was a great day! ️ #lovemypeople @ Pearce Lake pool Jackson AL
",12
7181,"Saturday was so much fun! I had the most handsome date obviously …
",0
7184,"Videos and classic records back to back.. Get ready #DaMazin (HIT THE LINK IN MY BIO) for my…
",19
7188,"M&amp;M Family! @ M&amp;M Factory
",17
7190,"It's a magical weekend #AtoZAdventures #disneyland #happiestplaceonearth @ Disneyland
",13
7193,"Don't think I could kiss you enough @user ... and my love @user …
",8
7194,"#siesta time #lunch 2-3:30pm. Yes... An hour and a half lunch. #antonettis #hair4men #menshair…
",16
7198,"Here Again!!! My favorite!!!! (@ Quang Restaurant in Minneapolis, MN)
",17
7202,"Just thinking about taking over the world in the middle of nowhere. : @user
",6
7204,"#HappyHalloween for the #LosTiburones #SJSharks #win! @ SAP Center
",0
7205,"Christmas #party today @user stop by and enjoy some #amonsdonuts and #hotapplecider…
",5
7207,"We go to college where people vacation @ West Palm Beach, Florida
",16
7208,"Thank GOD for my #goodhealth #living #livelovelife ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️At 48, my yoga my…
",12
7210,"I'm a little late to #nationalkissingday @ City of Scottsboro Alabama
",8
7212,"My roommate isn't rushing, but I made her rush into the fountain to take a pic @ Samford…
",0
7213,"Beauty secrets because it's Thursday #girproblems #dryshampoosavestheday #coffeetime…
",0
7214,"@berditchevcafePriviledged to accompany our seniors to the #wtcmemorial today. A dear student…
",6
7216,"Best part of the day. When you clock out! @ Grimaldi El Paso
",10
7217,"2016 Enactus Nationals Student Welcome Party, hosted by @user , at City Museum! …
",16
7218,"We were made for each other #McKaylaCrazyMonday #mcm @ The King…
",8
7224,"Something to smile about...Zeek just got his chompers cleaned #dogsofinstagram #happydog…
",10
7225,": Philip Knox @ The Canopy Club
",1
7228,"No Words needed #trust #hisChild #suitedup @ Cobb County, Georgia
",16
7231,"You deserve it @ Far Southwest Side, Chicago, Illinois
",19
7236,"Smile #brrrrr @ Mercer Island, Washington
",10
7238,"all of a sudden i can see where she's headed. @ Boettler Park
",13
7242,"Starting spring break off right #nowruz @ Nicholas Music Center
",19
7243,"Sushi Festival! Celebrating I might have a job in NYC @ SUSHISAMBA
",0
7244,"Go Magic!!! (@ Amway Center for @user @user in Orlando, FL)
",14
7246,"Mood: #WhatAtimeToBeAlive #thefridayturnupisreal #PatronOnDeck…
",0
7247,"UMC-SF: Custom lower tree: designed in house, CNC'd, finished by hand. Off for a sandblast…
",11
7250,"Parking garage selfies #becausetraffic #broadwayintucson…
",0
7252,"Exactly! @ Life Church Indy
",19
7254,"My boo. @ Grand Geneva Resort &amp; Spa
",18
7256,"Silent Night @ Holy Trinity Lutheran Church - Buffalo, NY
",13
7257,"Photo shoot with @user have fun in Colorado #tittycrumbs…
",17
7258,"Not to look like a tourist, but just saw the biggest Murphy bed distributor in the Chicagoland area #tourismchat
",10
7259,"and every day is like a battle but every night with us is like a dream @ Disneyland
",13
7262,"Have a heavenly Halloween. #oneforthebooks @ Nashvegas
",13
7268,"It's freezing out full her up for Pearl next adventure lol #mitsubishi #outlandersport…
",10
7271,"Oh, I forgot it's Xmas! It happens!
",5
7272,"""Colour can raise the dead"". -Iris Apfel After having the most colourful day at…
",13
7277,"Nice weather, Nice people #พลีชีพอีกแล้วตู @ Philadelphia City Hall
",17
7280,"a cute lil beet that wishes it was a rose instead @ Feel-Rite Fresh Market
",13
7283,"Good morning, Buena Park, CA. #travel #traveling #usa #vacation #visiting #instatravel…
",11
7284,"I miss these girls &amp; my first semester already!!! @ Tarleton State University
",18
7285,"Oh Jello tree, oh Jello tree @ Splash Media 4th Floor Offices
",5
7286,"Eeeeek!! So ready for #fall #fallweather #fireplace #outdoorfireplace #outdoorfun #outdoors…
",17
7290,"Happy #nationalboyfriendday @ Thaijindesu Thai and Sushi Bar
",18
7291,"Welcome to Spartans Ave. @ Cedar Village Apartments
",4
7293,"Just the typical snapchat filter that brings out my Ozzy likeness. @ Lake Minnehaha
",16
7295,"dysfunctional family Christmas @ Trafalgar, Indiana
",5
7297,"Our small group #compassjuniorgirls #compasscamps #durnagoCIYmove #ciymovedurango #ciymove @user
",18
7300,"️Happy Tuesday ️ @ Marietta, Georgia
",12
7301,"Feliz navidad from Manhattan Beach #mbfireworks @ Manhattan Beach Fireworks
",5
7302,"Absolutely obsessed with him #mixedbabies #babyboy #gerberbaby #swirl #twomonthsold #cutie…
",14
7303,"Why You Mad ? @ Prohibition Lounge
",16
7305,"Totally Rotten @ Kirksville, Kentucky
",14
7306,"El Capitan, Half Dome, Bridalveil Fall and Iben #yosemitenationalpark #tunnelview…
",14
7307,"MHK @ Bill Snyder Family Stadium
",18
7308,"They're alright @ Da Vinci Banquet Halls
",18
7311,"Steak Quesadilla and fries for lunch @ Paradiso 37
",4
7313,"If anyone's wondering the 6 hour drive to Orlando was rlly awful! …
",17
7314,"Fun times with my Winter Family yesterday ! We are crazy bunch love you all sooo much @user
",0
7316,"The adventures continue... @ Venice Beach
",12
7320,"Heading back home tomorrow... Going to miss this little cutie! @ Columbus, Montana
",17
7323,"Hoop dreams @ New Daisy Theatre
",19
7324,"The one and only supazanii and her 1000-watt smile. ironsportgym #sweetaspie #strongaf…
",1
7326,"Feels So Good #vote #election2016 @ Knickerbocker Plaza
",17
7328,"Dirt track racing and fireworks on a hot Ga evening.....#merica @user
",11
7329,"Peekaboo @ Westgate River Ranch Resort &amp; Rodeo
",0
7331,"I have rad, talented friends and my photography is in WCU's Daedalus magazine #woo @ West…
",1
7332,"Still HP.... #LastNight @ Beverly, Chicago
",8
7333,"Sunny n 80 all week long. Great golf,pool, beach weather. Happy holidays to all @ Sunny Isles…
",16
7335,"But can you handle it? : salwhannaphotography @ Los Angeles, California
",1
7337,"a girl &amp; her best friend @ Scarsdale, New York
",14
7339,"They're so photogenic! Nailed it in one shot. @ Grand Army Plaza
",0
7340,"Having dinner with this crazzzzy chick #friends #itsbeentoolong…
",0
7343,"Dreaming of Paris again mollyjanedesign #wanderlust @ Woodstock, Georgia
",0
7344,"Last post on this page. DELETE YO SELF #betafamilia #2020 #BRONX #manhattan #Brooklyn…
",19
7345,"I got nothin' if I ain't got SANTA FE! @user @ Santa Fe, New Mexico
",1
7348,"Bored who can hmu
",0
7350,"So awesome to see this guy! @user !! @user #bwaycon2017 #WMUinNYC @ Jacob Javitt Center…
",8
7356,"I have a writers block so I figured why not go for a run . @ Emmett O'Brien Sports Complex
",10
7357,"Tonight at the @user game! #LetsGoDodgers Showing my LA pride tonight #ThisTeam @ Dodger…
",14
7362,"Sunday Fundaying # @ Players Sports Bar
",11
7363,"Another beautiful track day for the win Thank you to all for joining us at @user today!…
",19
